Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Gynuella
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Orbus
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Basfia
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Chelonobacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Necropsobacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Nicoletella
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Otariodibacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Phocoenobacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Rodentibacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Testudinibacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Ursidibacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Cavicella
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Fluviicoccus
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Permianibacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Thiopseudomonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Ventosimonadaceae,Ventosimonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,Thioflexothrix
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Caedibacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Fangia
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrorhabdus
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiomargarita
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Aquimonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Chiayiivirga
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Fulvimonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Metallibacterium
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Mizugakiibacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Oleiagrimonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Pseudofulvimonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rudaea
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Chujaibacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rehaibacterium
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Vulcaniibacterium
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
Bacteria,Bacteria,Proteobacteria,Hydrogenophilalia,Hydrogenophilales,Hydrogenophilaceae,Hydrogenophilus
Bacteria,Bacteria,Proteobacteria,Hydrogenophilalia,Hydrogenophilales,Hydrogenophilaceae,Tepidiphilus
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Silvanigrellales,,Spirobacillus
Bacteria,Bacteria,Proteobacteria,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella
Bacteria,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus
Bacteria,Bacteria,Rhodothermaeota,Rhodothermia,Rhodothermales,Rubricoccaceae,Rubricoccus
Bacteria,Bacteria,Rhodothermaeota,Rhodothermia,Rhodothermales,Rubricoccaceae,Rubrivirga
Bacteria,Bacteria,Spirochaetes,Spirochaetia,,Leptospiraceae,Leptonema
Bacteria,Bacteria,Spirochaetes,Spirochaetia,,Leptospiraceae,Leptospira
Bacteria,Bacteria,Spirochaetes,Spirochaetia,,Leptospiraceae,Turneriella
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Brevinematales,Brevinemataceae,Brevinema
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,,Exilispira
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Alkalispirochaeta
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Pleomorphochaeta
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spironema
Bacteria,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Acetomicrobium
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminiphilus
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminivibrio
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminomonas
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Dethiosulfovibrio
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Jonquetella
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Lactivibrio
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Synergistes
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio
Bacteria,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga
Bacteria,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
Bacteria,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma
Bacteria,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma
Bacteria,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma
Bacteria,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
Bacteria,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma
Bacteria,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium
Bacteria,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
Bacteria,Bacteria,Thermotogae,Thermotogae,Petrotogales,,Defluviitoga
Bacteria,Bacteria,Thermotogae,Thermotogae,Petrotogales,,Petrotoga
Bacteria,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium
Bacteria,Bacteria,Verrucomicrobia,,,,Lentimonas
Bacteria,Bacteria,Verrucomicrobia,,,,Methylacidimicrobium
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Alterococcus
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Cephaloticoccus
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Cerasicoccus
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Pelagicoccus
Bacteria,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Puniceicoccus
Bacteria,Bacteria,Verrucomicrobia,Spartobacteria,,,Terrimicrobium
Bacteria,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia_subdivision_3,Limisphaera
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia_subdivision_3,Pedosphaera
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Persicirhabdus
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseibacillus
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium
Bacteria,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium
Eukaryota,Eukaryota,,,,,Angulamoeba
Eukaryota,Eukaryota,,,,,Arboramoeba
Eukaryota,Eukaryota,,,,,Blastocystis
Eukaryota,Eukaryota,,,,,Breviata
Eukaryota,Eukaryota,,,,,Copromyxa
Eukaryota,Eukaryota,,,,,Cryptocaryon
Eukaryota,Eukaryota,,,,,Dictyamoeba
Eukaryota,Eukaryota,,,,,Endostelium
Eukaryota,Eukaryota,,,,,Fisculla
Eukaryota,Eukaryota,,,,,Flamella
Eukaryota,Eukaryota,,,,,Gymnophrys
Eukaryota,Eukaryota,,,,,Hedriocystis
Eukaryota,Eukaryota,,,,,Ischnamoeba
Eukaryota,Eukaryota,,,,,Lecythium
Eukaryota,Eukaryota,,,,,Minorisa
Eukaryota,Eukaryota,,,,,Mycamoeba
Eukaryota,Eukaryota,,,,,Nudifila
Eukaryota,Eukaryota,,,,,Paratrimastix
Eukaryota,Eukaryota,,,,,Phalansterium
Eukaryota,Eukaryota,,,,,Pirsonia
Eukaryota,Eukaryota,,,,,Ptolemeba
Eukaryota,Eukaryota,,,,,Pyxidicula
Eukaryota,Eukaryota,,,,,Rhizomastix
Eukaryota,Eukaryota,,,,,Seculamonas
Eukaryota,Eukaryota,,,,,Stygamoeba
Eukaryota,Eukaryota,,,,,Telaepolella
Eukaryota,Eukaryota,,,,,Tremula
Eukaryota,Eukaryota,,,,,Trimastix
Eukaryota,Eukaryota,,,,,Voromonas
Eukaryota,Eukaryota,,,,Acanthocystidae,Choanocystis
Eukaryota,Eukaryota,,,,Acanthocystidae,Pterocystis
Eukaryota,Eukaryota,,,,Amoebidae,Amoeba
Eukaryota,Eukaryota,,,,Ancyromonadidae,Ancyromonas
Eukaryota,Eukaryota,,,,Collodictyonidae,Diphylleia
Eukaryota,Eukaryota,,,,Colpodellidae,Colpodella
Eukaryota,Eukaryota,,,,Ebriidae,Ebria
Eukaryota,Eukaryota,,,,Echinamoebidae,Echinamoeba
Eukaryota,Eukaryota,,,,Echinamoebidae,Gephyramoeba
Eukaryota,Eukaryota,,,,Entamoebidae,Entamoeba
Eukaryota,Eukaryota,,,,Hartmannellidae,Saccamoeba
Eukaryota,Eukaryota,,,,Hartmannellidae,Vermamoeba
Eukaryota,Eukaryota,,,,Heterophryidae,Sphaerastrum
Eukaryota,Eukaryota,,,,Hexamitidae,Giardia
Eukaryota,Eukaryota,,,,Histionidae,Reclinomonas
Eukaryota,Eukaryota,,,,Mastigamoebidae,Mastigamoeba
Eukaryota,Eukaryota,,,,Nucleariidae,Nuclearia
Eukaryota,Eukaryota,,,,Oikomonadaceae,Oikomonas
Eukaryota,Eukaryota,,,,Paramoebidae,Korotnevella
Eukaryota,Eukaryota,,,,Paramoebidae,Neoparamoeba
Eukaryota,Eukaryota,,,,Plasmodiophoridae,Ligniera
Eukaryota,Eukaryota,,,,Plasmodiophoridae,Spongospora
Eukaryota,Eukaryota,,,,Plasmodiophoridae,Woronina
Eukaryota,Eukaryota,,,,Pseudodifflugiidae,Pseudodifflugia
Eukaryota,Eukaryota,,,,Spongomonadidae,Spongomonas
Eukaryota,Eukaryota,,,,Vannellidae,Platyamoeba
Eukaryota,Eukaryota,,,,Vannellidae,Vannella
Eukaryota,Eukaryota,,,Arcellinida,Arcellidae,Arcella
Eukaryota,Eukaryota,,,Arcellinida,Cryptodifflugiidae,Cryptodifflugia
Eukaryota,Eukaryota,,,Arcellinida,Difflugiidae,Difflugia
Eukaryota,Eukaryota,,,Arcellinida,Netzeliidae,Netzelia
Eukaryota,Eukaryota,,,Bicosoecida,,Adriamonas
Eukaryota,Eukaryota,,,Bicosoecida,,Paramonas
Eukaryota,Eukaryota,,,Bicosoecida,,Rictus
Eukaryota,Eukaryota,,,Bicosoecida,Bicosoecidae,Bicosoeca
Eukaryota,Eukaryota,,,Bicosoecida,Siluaniidae,Siluania
Eukaryota,Eukaryota,,,Cercomonadida,,Metabolomonas
Eukaryota,Eukaryota,,,Cercomonadida,,Micrometopion
Eukaryota,Eukaryota,,,Cercomonadida,Cercomonadidae,Brevimastigomonas
Eukaryota,Eukaryota,,,Cercomonadida,Cercomonadidae,Cavernomonas
Eukaryota,Eukaryota,,,Cercomonadida,Cercomonadidae,Cercomonas
Eukaryota,Eukaryota,,,Cercomonadida,Cercomonadidae,Eocercomonas
Eukaryota,Eukaryota,,,Cercomonadida,Cercomonadidae,Massisteria
Eukaryota,Eukaryota,,,Cercomonadida,Cercomonadidae,Paracercomonas
Eukaryota,Eukaryota,,,Cercomonadida,Heteromitidae,Heteromita
Eukaryota,Eukaryota,,,Cercomonadida,Sainouridae,Cholamonas
Eukaryota,Eukaryota,,,Cercomonadida,Sainouridae,Sainouron
Eukaryota,Eukaryota,,,Choanoflagellida,Salpingoecidae,Codosiga
Eukaryota,Eukaryota,,,Choanoflagellida,Salpingoecidae,Desmarella
Eukaryota,Eukaryota,,,Choanoflagellida,Salpingoecidae,Monosiga
Eukaryota,Eukaryota,,,Choanoflagellida,Salpingoecidae,Salpingoeca
Eukaryota,Eukaryota,,,Choanoflagellida,Salpingoecidae,Sphaeroeca
Eukaryota,Eukaryota,,,Choanoflagellida,Stephanoecidae,Stephanoeca
Eukaryota,Eukaryota,,,Cryomonadida,Rhogostomidae,Capsellina
Eukaryota,Eukaryota,,,Cryomonadida,Rhogostomidae,Rhogostoma
Eukaryota,Eukaryota,,,Diplonemida,,Diplonema
Eukaryota,Eukaryota,,,Euglyphida,Euglyphidae,Euglypha
Eukaryota,Eukaryota,,,Euglyphida,Euglyphidae,Tracheleuglypha
Eukaryota,Eukaryota,,,Euglyphida,Paulinellidae,Paulinella
Eukaryota,Eukaryota,,,Euglyphida,Trinematidae,Trinema
Eukaryota,Eukaryota,,,Glissomonadida,,Allantion
Eukaryota,Eukaryota,,,Glissomonadida,,Proleptomonas
Eukaryota,Eukaryota,,,Glissomonadida,,Sandona
Eukaryota,Eukaryota,,,Glissomonadida,Sandonidae,Bodomorpha
Eukaryota,Eukaryota,,,Glissomonadida,Viridiraptoridae,Orciraptor
Eukaryota,Eukaryota,,,Glissomonadida,Viridiraptoridae,Viridiraptor
Eukaryota,Eukaryota,,,Hypotrichomonadida,Hypotrichomonadidae,Trichomitus
Eukaryota,Eukaryota,,,Kinetoplastida,Bodonidae,Bodo
Eukaryota,Eukaryota,,,Kinetoplastida,Bodonidae,Dimastigella
Eukaryota,Eukaryota,,,Kinetoplastida,Bodonidae,Neobodo
Eukaryota,Eukaryota,,,Kinetoplastida,Bodonidae,Parabodo
Eukaryota,Eukaryota,,,Kinetoplastida,Bodonidae,Rhynchobodo
Eukaryota,Eukaryota,,,Kinetoplastida,Bodonidae,Rhynchomonas
Eukaryota,Eukaryota,,,Kinetoplastida,Ichthyobodonidae,Ichthyobodo
Eukaryota,Eukaryota,,,Kinetoplastida,Trypanosomatidae,Trypanosoma
Eukaryota,Eukaryota,,,Leptomyxida,Flabellulidae,Rhizamoeba
Eukaryota,Eukaryota,,,Leptomyxida,Leptomyxidae,Leptomyxa
Eukaryota,Eukaryota,,,Longamoebia,,Mayorella
Eukaryota,Eukaryota,,,Longamoebia,Acanthamoebidae,Acanthamoeba
Eukaryota,Eukaryota,,,Longamoebia,Balamuthiidae,Balamuthia
Eukaryota,Eukaryota,,,Perkinsida,Perkinsidae,Parvilucifera
Eukaryota,Eukaryota,,,Physariida,Didymiaceae,Didymium
Eukaryota,Eukaryota,,,Physariida,Didymiaceae,Pseudodidymium
Eukaryota,Eukaryota,,,Physariida,Physaraceae,Physarum
Eukaryota,Eukaryota,,,Protosteliales,Cavosteliaceae,Ceratiomyxella
Eukaryota,Eukaryota,,,Protosteliales,Cavosteliaceae,Protosporangium
Eukaryota,Eukaryota,,,Protosteliales,Protosteliaceae,Protosteliopsis
Eukaryota,Eukaryota,,,Protosteliales,Protosteliaceae,Protostelium
Eukaryota,Eukaryota,,,Rigifilida,,Micronuclearia
Eukaryota,Eukaryota,,,Rigifilida,,Rigifila
Eukaryota,Eukaryota,,,Rotaliida,Rotaliidae,Ammonia
Eukaryota,Eukaryota,,,Stemonitida,Stemonitidae,Lamproderma
Eukaryota,Eukaryota,,,Thaumatomonadida,Thaumatomastigidae,Protaspis
Eukaryota,Eukaryota,,,Trichomonadida,,Pseudotrichomonas
Eukaryota,Eukaryota,,,Trichomonadida,Trichomonadidae,Lacusteria
Eukaryota,Eukaryota,,,Trichomonadida,Trichomonadidae,Tetratrichomonas
Eukaryota,Eukaryota,,,Trichomonadida,Trichomonadidae,Trichomonas
Eukaryota,Eukaryota,,,Tritrichomonadida,Dientamoebidae,Dientamoeba
Eukaryota,Eukaryota,,,Vampyrellida,Leptophryidae,Arachnula
Eukaryota,Eukaryota,,,Vampyrellida,Leptophryidae,Leptophrys
Eukaryota,Eukaryota,,,Vampyrellida,Leptophryidae,Platyreta
Eukaryota,Eukaryota,,,Vampyrellida,Vampyrellidae,Vampyrella
Eukaryota,Eukaryota,,Aphelidea,,,Amoeboaphelidium
Eukaryota,Eukaryota,,Aphelidea,,,Aphelidium
Eukaryota,Eukaryota,,Aphelidea,,,Paraphelidium
Eukaryota,Eukaryota,,Armophorea,Armophorida,Caenomorphidae,Caenomorpha
Eukaryota,Eukaryota,,Armophorea,Armophorida,Metopidae,Atopospira
Eukaryota,Eukaryota,,Armophorea,Armophorida,Metopidae,Brachonella
Eukaryota,Eukaryota,,Armophorea,Armophorida,Metopidae,Metopus
Eukaryota,Eukaryota,,Armophorea,Armophorida,Metopidae,Nyctotherus
Eukaryota,Eukaryota,,Armophorea,Clevelandellida,Clevelandellidae,Clevelandella
Eukaryota,Eukaryota,,Armophorea,Clevelandellida,Nyctotheridae,Nyctotheroides
Eukaryota,Eukaryota,,Chrysophyceae,Chromulinales,Chromulinaceae,Monas
Eukaryota,Eukaryota,,Chrysophyceae,Chromulinales,Chromulinaceae,Ochromonas
Eukaryota,Eukaryota,,Chrysophyceae,Chromulinales,Chromulinaceae,Spumella
Eukaryota,Eukaryota,,Chrysophyceae,Chromulinales,Chromulinaceae,Uroglena
Eukaryota,Eukaryota,,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon
Eukaryota,Eukaryota,,Chrysophyceae,Chromulinales,Dinobryaceae,Poteriospumella
Eukaryota,Eukaryota,,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas
Eukaryota,Eukaryota,,Colpodea,Cyrtolophosidida,Cyrtolophosididae,Cyrtolophosis
Eukaryota,Eukaryota,,Colpodea,Cyrtolophosidida,Platyophryidae,Platyophrya
