analysis_id,sample_id,assembly_run_id,experiment_type,pipeline_version,instrument_platform,study_id,bioproject,study_name,n_samples,centre_name,biomes
MGYA00215901,ERS2597428,ERR2683223,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215902,ERS2597420,ERR2683215,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215903,ERS2597325,ERR2683120,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215904,ERS2597419,ERR2683214,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215905,ERS2597382,ERR2683177,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215906,ERS2597367,ERR2683162,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215908,ERS2597442,ERR2683237,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215909,ERS2597418,ERR2683213,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215910,ERS2597433,ERR2683228,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215911,ERS2597355,ERR2683150,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215912,ERS2597476,ERR2683271,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215913,ERS2597320,ERR2683115,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215914,ERS2597445,ERR2683240,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215915,ERS2597482,ERR2683277,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215916,ERS2597479,ERR2683274,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215917,ERS2597416,ERR2683211,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215918,ERS2597365,ERR2683160,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215919,ERS2597440,ERR2683235,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215920,ERS2597441,ERR2683236,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215921,ERS2597395,ERR2683190,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215922,ERS2597380,ERR2683175,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215923,ERS2597374,ERR2683169,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215924,ERS2597450,ERR2683245,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215925,ERS2597475,ERR2683270,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215926,ERS2597357,ERR2683152,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215928,ERS2597398,ERR2683193,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215929,ERS2597341,ERR2683136,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215930,ERS2597464,ERR2683259,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215931,ERS2597404,ERR2683199,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215932,ERS2597443,ERR2683238,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215933,ERS2597449,ERR2683244,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215934,ERS2597399,ERR2683194,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215935,ERS2597361,ERR2683156,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215936,ERS2597348,ERR2683143,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215937,ERS2597371,ERR2683166,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215938,ERS2597457,ERR2683252,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215939,ERS2597439,ERR2683234,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215940,ERS2597444,ERR2683239,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215941,ERS2597381,ERR2683176,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215942,ERS2597451,ERR2683246,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215945,ERS2597347,ERR2683142,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215946,ERS2597437,ERR2683232,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215947,ERS2597346,ERR2683141,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215948,ERS2597396,ERR2683191,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215949,ERS2597349,ERR2683144,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215950,ERS2597461,ERR2683256,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215951,ERS2597447,ERR2683242,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215952,ERS2597435,ERR2683230,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215953,ERS2597415,ERR2683210,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215954,ERS2597369,ERR2683164,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215956,ERS2597429,ERR2683224,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215957,ERS2597389,ERR2683184,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215958,ERS2597385,ERR2683180,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215959,ERS2597327,ERR2683122,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215961,ERS2597354,ERR2683149,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215962,ERS2597350,ERR2683145,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215963,ERS2597402,ERR2683197,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215964,ERS2597430,ERR2683225,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215965,ERS2597480,ERR2683275,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215966,ERS2597483,ERR2683278,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215967,ERS2597356,ERR2683151,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215968,ERS2597322,ERR2683117,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215969,ERS2597474,ERR2683269,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215970,ERS2597425,ERR2683220,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215971,ERS2597466,ERR2683261,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215972,ERS2597366,ERR2683161,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215973,ERS2597378,ERR2683173,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215974,ERS2597468,ERR2683263,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215975,ERS2597469,ERR2683264,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215976,ERS2597383,ERR2683178,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215977,ERS2597340,ERR2683135,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215978,ERS2597323,ERR2683118,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215979,ERS2597364,ERR2683159,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215980,ERS2597391,ERR2683186,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215981,ERS2597390,ERR2683185,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215982,ERS2597360,ERR2683155,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215983,ERS2597337,ERR2683132,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215984,ERS2597342,ERR2683137,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00215985,ERS2597372,ERR2683167,metagenomic,4.1,Illumina NovaSeq 6000,MGYS00003139,PRJEB27621,Global surveillance of antimicrobial resistance - Batch June 2017,181,DTU-GE,root:Engineered:Wastewater
MGYA00216443,ERS1426837,ERR1713390,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216444,ERS1426784,ERR1713337,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216445,ERS1426839,ERR1726005,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216446,ERS1426784,ERR1725950,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216447,ERS1426787,ERR1725956,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216448,ERS1426790,ERR1725963,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216449,ERS1426804,ERR1713357,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216450,ERS1426829,ERR1713382,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216451,ERS1426785,ERR1725952,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216452,ERS1426820,ERR1725987,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216453,ERS1426849,ERR1713402,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216454,ERS1426783,ERR1725949,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216455,ERS1426813,ERR1725984,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216456,ERS1426840,ERR2592272,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216457,ERS1426807,ERR1713360,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216458,ERS1426835,ERR1726002,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216459,ERS1426812,ERR1725982,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216460,ERS1426847,ERR2592276,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216461,ERS1426787,ERR1725957,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216462,ERS1426788,ERR2592250,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216463,ERS1426832,ERR1713385,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216464,ERS1426837,ERR2592271,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216465,ERS1426790,ERR2592331,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216466,ERS1426828,ERR1713381,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216467,ERS1426782,ERR2592247,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216468,ERS1426804,ERR1725974,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216469,ERS1426806,ERR1713359,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216470,ERS1426790,ERR1725961,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216471,ERS1426858,ERR1726033,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216472,ERS1426820,ERR1713373,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216473,ERS1426797,ERR1713350,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216474,ERS1426811,ERR2592259,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216475,ERS1426791,ERR1713344,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216476,ERS1426834,ERR1713387,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216477,ERS1426804,ERR1725975,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216478,ERS1426845,ERR1726010,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216479,ERS1426840,ERR1726008,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216480,ERS1426836,ERR1713389,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216481,ERS1426824,ERR2592264,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216482,ERS1426849,ERR1726018,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216483,ERS1426784,ERR1725951,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216484,ERS1426798,ERR1713351,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216485,ERS1426831,ERR1713384,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216486,ERS1426851,ERR2592280,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00216487,ERS1426816,ERR1713369,metagenomic,4.1,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
